"Year","Anglian","Argyll","Clyde","Dee","Forth","Humber","NeaghBann","NorthEastScotland","NorthEasternIreland","NorthHighland","NorthWestEngland","NorthWesternIreland","Northumbria","OrkneyandShetlands","Severn","Solway","SouthEastEngland","SouthWestEngland","Tay","Thames","Tweed","WestHighland","WesternWales"
1949,21.2418725160109,44.2906185065556,56.9831253807558,25.9275579766826,51.4855365647217,22.5242408905042,37.5043152675072,34.861337292077,45.7767067611965,46.0356606121386,23.0502896264524,45.7946453278859,41.3441592673312,37.9713740599325,26.2309602326905,48.5559489426554,34.9561972556504,30.869727374432,46.9005660116034,27.5260713996605,72.5202910703287,32.5179315300675,30.3466880185045
1950,21.4723173110553,47.6978228654192,41.168465808664,32.4709290745409,31.3855670589881,16.8657053383258,19.9459368918108,35.1102885398118,24.8063112744363,35.7090544302817,40.5086268871413,25.0585714498202,27.9485702944189,27.8930918273641,23.0401314779577,46.6391532185495,28.4810529717672,36.7194322823989,35.3947414288836,28.4204984855899,37.9246949695668,39.4518206356532,36.6633216758206
1951,27.673422014423,40.8227164385269,26.8410091526803,25.4692812730353,23.929381938808,34.1558361478984,28.760490347395,40.4835830424286,34.8868290035671,36.25426185345,25.2651338805728,27.2164784746889,36.4930741642852,22.4036208611231,26.5718133225862,34.9550301353004,30.3431305309747,31.0713560281398,53.2460330136729,23.2948552468533,26.9331069596931,24.5454268846186,31.9763022643865
1952,14.7464215774555,40.165737318773,30.6277071405482,22.1095952776392,26.7407861622791,16.1725109975116,38.1760330510842,22.4049200510189,55.8099366403913,23.6527137089465,28.2998138361067,25.2708685313651,25.6554201008792,27.7828793259355,24.1384366568654,25.178855856592,24.6590985349205,45.0813109186403,27.1218296346897,18.4300297097314,29.7433489286766,26.4363278861302,26.8672496570029
1953,17.402665046966,56.5054256253766,33.8862753921594,29.5174596656464,22.2830362202472,14.8366121376651,20.4442879371465,23.1124925555215,30.1942370190339,23.8775200575062,37.8970009478846,26.5024366940772,24.9765248056498,19.2469936296059,21.7172508145922,26.5641343682012,23.1176738655166,26.1829457838057,20.5872256441921,18.4544283494213,24.5618050904075,36.7097725600229,32.5300249143395
1954,18.7479707191635,37.8389762367142,38.3401298075998,43.1804665731308,40.7334006545162,28.2659970120184,22.1529859717389,30.4373574531442,26.7622123315054,47.0277405386099,44.7042455901687,33.4893399535153,29.1743500209912,25.1682789868741,27.2374670143782,42.370877729045,33.8821289093415,36.2772626102457,32.2643754382447,22.4222264423736,28.4080201906363,33.4363991481006,38.9420859503033
1955,21.1723839417122,64.8024457272999,28.932502048504,23.9714644041086,23.8904316496695,24.3067981606504,33.2297286867051,25.6650745250416,40.4836217965316,27.4838269324254,27.6318753060477,32.0442153521004,29.7850909909302,23.3823862615685,31.8312285228626,34.1912702028575,31.1520273899779,38.4569331711954,22.0109525434308,28.6884136074557,31.1959664132097,29.8621225511601,33.8372236768077
1956,17.9029356139407,42.3657674481036,32.7257851207015,33.1120411801424,34.3098617341093,25.6912094386701,21.9805285473328,46.8984152750859,24.3293573756912,71.9583255087856,33.3356651143711,25.5254148046018,37.4798295387215,34.767550503647,20.2797219394515,31.0940131652935,24.3570384641853,33.999522336253,52.5822048870354,22.4089238640355,60.9580912603808,48.6741135490808,35.4221373248442
1957,18.0977958982209,44.2167400395407,35.7462128468142,31.2235447266657,31.1854285040278,18.2967017762401,24.7761856252135,28.2803133665156,30.6045234474805,37.8688414859342,26.5802670270203,22.5357330657698,22.877374028004,21.4749578137314,23.2661169402114,21.7154896499121,26.5237676399375,26.4595398896434,32.5137048454303,20.1385504924747,24.0192365295288,46.8006449530268,35.4453615006411
1958,25.5947756877354,40.0917429949819,35.2628892968141,30.419243749666,46.883090562618,20.2567171548549,32.3498882797484,48.3749886214849,34.4715594154257,37.8641118390649,30.5389436477753,31.0041102470393,18.349159407753,20.2283098008958,35.8696539612799,25.2315349381566,23.1723827075845,25.3801253265731,54.798396553518,24.8417800500324,22.1854086578122,38.3778705741455,35.2049683816282
