"Year","Anglian","Argyll","Clyde","Dee","Forth","Humber","NeaghBann","NorthEastScotland","NorthEasternIreland","NorthHighland","NorthWestEngland","NorthWesternIreland","Northumbria","OrkneyandShetlands","Severn","Solway","SouthEastEngland","SouthWestEngland","Tay","Thames","Tweed","WestHighland","WesternWales"
2031,22.7671794891357,38.4730033874512,46.1543464660645,41.2627754211426,47.3149719238281,33.4192314147949,32.3058853149414,35.006031036377,47.5435409545898,36.8818321228027,46.3984298706055,40.6401748657227,28.7742214202881,38.9211006164551,27.6342468261719,51.0896453857422,25.2686595916748,45.3198547363281,61.0161323547363,23.2270545959473,36.8574066162109,31.5151672363281,41.3949890136719
2032,24.4898433685303,34.8641510009766,46.2759132385254,50.617431640625,40.8879051208496,32.944751739502,25.7701416015625,30.9822807312012,29.9026679992676,35.1474494934082,40.5364532470703,27.4622955322266,31.9172325134277,27.07275390625,33.1504898071289,65.2485885620117,31.6108779907227,40.7745056152344,34.2548980712891,26.889310836792,78.4773788452148,43.7248191833496,39.3131637573242
2033,28.543924331665,44.3829879760742,29.8987617492676,61.4516716003418,30.0560779571533,22.4831771850586,62.3230743408203,27.0188236236572,56.1637306213379,29.7679595947266,31.9273986816406,42.8115768432617,33.3012390136719,28.5520076751709,46.9245796203613,28.8082714080811,53.1846542358398,53.466121673584,39.909854888916,45.2056159973145,19.1968021392822,44.3080673217773,58.0426635742188
2034,26.7613964080811,39.623161315918,47.5789794921875,36.5981788635254,42.1493988037109,34.3995056152344,55.2961120605469,37.8237342834473,41.5666198730469,28.7935981750488,38.3598175048828,43.4977951049805,26.8223571777344,26.9890727996826,29.5004978179932,31.3932113647461,29.7060546875,39.3885154724121,32.5521240234375,24.8261299133301,34.3667221069336,43.5247917175293,47.698844909668
2035,21.9194202423096,61.5993881225586,38.3755264282227,40.5594024658203,33.0149688720703,31.6787948608398,27.069974899292,33.3361434936523,27.0738372802734,43.567024230957,27.0098972320557,36.463321685791,25.1772727966309,28.8789653778076,27.7454147338867,34.8476295471191,32.3160820007324,31.1971492767334,30.1266193389893,26.8457298278809,35.0401992797852,38.0733604431152,31.0514507293701
2036,26.4424381256104,40.2014770507812,57.5755729675293,48.9459266662598,54.7181396484375,60.7647399902344,34.2245063781738,22.3340282440186,31.6981887817383,23.7994060516357,44.3442115783691,34.4629745483398,53.3213081359863,24.9559307098389,31.0940589904785,42.2714805603027,28.9905090332031,29.3915367126465,49.5799713134766,30.1775093078613,46.6938056945801,36.4297370910645,45.5760307312012
2037,23.3823089599609,35.6254386901855,40.1123886108398,47.0497283935547,34.9267311096191,21.241247177124,35.6834030151367,45.2992706298828,47.6358871459961,28.6512889862061,47.7391471862793,48.4626617431641,38.6731491088867,40.4966011047363,21.5082149505615,43.2627105712891,31.4870700836182,34.2538681030273,40.8700981140137,28.3971042633057,31.8035717010498,37.1067352294922,32.7412528991699
2038,22.7271766662598,37.2133598327637,39.3973999023438,45.1165924072266,27.870677947998,24.4273014068604,39.0282173156738,25.9717559814453,32.3547439575195,24.453727722168,32.552059173584,36.1887168884277,32.1144866943359,26.534725189209,40.1532516479492,40.089111328125,31.2692737579346,31.5682163238525,34.5932388305664,27.5649490356445,32.2459831237793,35.0743980407715,48.1230773925781
2039,27.3483276367188,60.5323600769043,31.7179412841797,55.282398223877,44.0140419006348,26.3362369537354,39.6852722167969,33.0551795959473,42.4565124511719,39.7741203308105,38.1930389404297,25.5743732452393,44.3237380981445,36.6975212097168,34.7068214416504,34.6901779174805,40.2986755371094,36.6592140197754,37.0522880554199,30.7926368713379,30.9410400390625,48.2586364746094,48.0564804077148
2040,33.2799758911133,59.2188568115234,27.9835376739502,40.1242256164551,26.0617408752441,30.7714366912842,38.1826057434082,30.9515056610107,33.6343612670898,32.6555023193359,33.3970718383789,51.6844062805176,38.5561103820801,24.3719711303711,35.5029487609863,29.6938495635986,32.6888198852539,57.3931083679199,33.6024742126465,28.9340553283691,34.2068977355957,41.5085296630859,39.5463371276855
